2025-03-24 09:23:08.726 GMT [7100] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
2025-03-24 12:05:04.926 GMT [10496] DETAIL:  Failing row contains (576, null, 1, 1, 1, onboarding_offboarding.onboarding_offboarding, t, t, t, t, t, 2025-03-24 12:05:04.28614, 2025-03-24 12:05:04.28614).
2025-03-24 12:05:04.926 GMT [10496] STATEMENT:  INSERT INTO "ir_model_access" ("active", "create_date", "create_uid", "group_id", "name", "perm_create", "perm_read", "perm_unlink", "perm_write", "write_date", "write_uid") VALUES (true, '2025-03-24 12:05:04.286140', 1, 1, 'onboarding_offboarding.onboarding_offboarding', true, true, true, true, '2025-03-24 12:05:04.286140', 1) RETURNING "id"
2025-03-24 12:05:59.645 GMT [24328] ERROR:  canceling statement due to lock timeout
2025-03-24 12:05:59.645 GMT [24328] STATEMENT:  ALTER TABLE "hr_candidate_cv" ALTER COLUMN "name" DROP NOT NULL
2025-03-24 12:07:50.824 GMT [27552] ERROR:  canceling statement due to lock timeout
2025-03-24 12:07:50.824 GMT [27552] STATEMENT:  ALTER TABLE "hr_candidate_cv" ALTER COLUMN "name" DROP NOT NULL
2025-03-24 12:12:05.283 GMT [3128] FATAL:  password authentication failed for user "openpg"
2025-03-24 12:12:05.283 GMT [3128] DETAIL:  Password does not match for user "openpg".
	Connection matched pg_hba.conf line 86: "host    all             all             ::1/128                 md5"
2025-03-24 12:12:17.166 GMT [15416] FATAL:  password authentication failed for user "openpg"
2025-03-24 12:12:17.166 GMT [15416] DETAIL:  Password does not match for user "openpg".
	Connection matched pg_hba.conf line 86: "host    all             all             ::1/128                 md5"
2025-03-24 12:12:24.146 GMT [11808] FATAL:  password authentication failed for user "openpg"
2025-03-24 12:12:24.146 GMT [11808] DETAIL:  Password does not match for user "openpg".
	Connection matched pg_hba.conf line 86: "host    all             all             ::1/128                 md5"
2025-03-24 12:16:18.957 GMT [3160] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2025-03-24 12:16:18.958 GMT [3160] LOG:  unexpected EOF on client connection with an open transaction
2025-03-24 12:17:10.435 GMT [21996] ERROR:  foreign key constraint "hr_candidate_cv_name_fkey" cannot be implemented
2025-03-24 12:17:10.435 GMT [21996] DETAIL:  Key columns "name" and "id" are of incompatible types: character varying and integer.
2025-03-24 12:17:10.435 GMT [21996] STATEMENT:  
	        ALTER TABLE "hr_candidate_cv"
	        ALTER COLUMN "name" DROP DEFAULT,
	        ALTER COLUMN "name" TYPE VARCHAR USING "name"::VARCHAR
	    
2025-03-24 21:07:45.884 GMT [14812] ERROR:  null value in column "model_id" violates not-null constraint
2025-03-24 21:07:45.884 GMT [14812] DETAIL:  Failing row contains (578, null, 1, 1, 1, onboarding_offboarding.onboarding_offboarding, t, t, t, t, t, 2025-03-24 21:07:45.222817, 2025-03-24 21:07:45.222817).
2025-03-24 21:07:45.884 GMT [14812] STATEMENT:  INSERT INTO "ir_model_access" ("active", "create_date", "create_uid", "group_id", "model_id", "name", "perm_create", "perm_read", "perm_unlink", "perm_write", "write_date", "write_uid") VALUES (true, '2025-03-24 21:07:45.222817', 1, 1, DEFAULT, 'onboarding_offboarding.onboarding_offboarding', true, true, true, true, '2025-03-24 21:07:45.222817', 1), (true, '2025-03-24 21:07:45.222817', 1, 1, 519, 'hr_candidate_cv', true, true, true, true, '2025-03-24 21:07:45.222817', 1) RETURNING "id"
2025-03-24 21:07:45.889 GMT [14812] ERROR:  null value in column "model_id" violates not-null constraint
2025-03-24 21:07:45.889 GMT [14812] DETAIL:  Failing row contains (579, null, 1, 1, 1, onboarding_offboarding.onboarding_offboarding, t, t, t, t, t, 2025-03-24 21:07:45.222817, 2025-03-24 21:07:45.222817).
2025-03-24 21:07:45.889 GMT [14812] STATEMENT:  INSERT INTO "ir_model_access" ("active", "create_date", "create_uid", "group_id", "name", "perm_create", "perm_read", "perm_unlink", "perm_write", "write_date", "write_uid") VALUES (true, '2025-03-24 21:07:45.222817', 1, 1, 'onboarding_offboarding.onboarding_offboarding', true, true, true, true, '2025-03-24 21:07:45.222817', 1) RETURNING "id"
2025-03-24 21:07:46.137 GMT [14812] ERROR:  null value in column "model_id" violates not-null constraint
2025-03-24 21:07:46.137 GMT [14812] DETAIL:  Failing row contains (581, null, 1, 1, 1, onboarding_offboarding.onboarding_offboarding, t, t, t, t, t, 2025-03-24 21:07:45.997279, 2025-03-24 21:07:45.997279).
